name,link,price,mileage,BHP,transmission,fuel,owners,body,ULEZ,engine,year
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206176874610,"£18,590",9463,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross Estate Special Edition,https://www.autotrader.co.uk/car-details/202204255002432,"£19,347",27332,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205175817648,"£20,998",14892,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206116681999,"£18,700",22139,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205256072187,"£18,000",13903,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205236012456,"£17,995",28500,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206166873576,"£17,290",27096,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206066506280,"£20,399",16244,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205045325402,"£18,000",16466,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202204134604190,"£20,020",19420,,Automatic,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross Estate,https://www.autotrader.co.uk/car-details/202201291904751,"£17,350",11485,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206237079738,"£20,490",11650,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202203103415564,"£20,189",15474,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205115572015,"£20,400",8609,113,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205286266597,"£17,222",22207,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205065401544,"£19,498",16640,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206267176460,"£18,199",23464,,Manual,Petrol,2,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205125635455,"£20,750",12021,,Automatic,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205256072259,"£18,000",18519,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205276231867,"£18,350",6572,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206227026966,"£21,210",18796,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205306305112,"£18,380",15573,,Manual,Diesel,2,SUV,ULEZ,1.6L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202110078235398,"£21,000",18500,,Manual,Petrol,2,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross Estate,https://www.autotrader.co.uk/car-details/202204275074003,"£17,784",23758,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross Estate,https://www.autotrader.co.uk/car-details/202205236003663,"£18,997",3282,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205065426578,"£18,299",12229,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross Estate,https://www.autotrader.co.uk/car-details/202203083313790,"£19,211",14449,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205095494652,"£19,790",14357,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross Estate,https://www.autotrader.co.uk/car-details/202206026411941,"£18,245",14961,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206056479453,"£18,300",17665,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202202242910615,"£19,990",15788,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202202172648546,"£17,000",16539,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206066525920,"£20,499",18953,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206086586586,"£20,000",16072,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross Estate,https://www.autotrader.co.uk/car-details/202205306299913,"£20,420",23011,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
