name,link,price,mileage,BHP,transmission,fuel,owners,body,ULEZ,engine,year
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202204305214362,"£22,795",33137,178,Automatic,Diesel,2,,,2.0L,2015 (15 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202206247118539,"£20,995",69604,178,Automatic,Diesel,,Pickup,,2.0L,2015 (15 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202206146798675,"£19,200",88000,178,Automatic,Diesel,2,Pickup,,2.0L,
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202206176897569,"£21,594",69000,178,Automatic,Diesel,2,Pickup,,2.0L,2015 (15 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202205215944321,"£18,995",76000,178,Automatic,Diesel,4,Pickup,,2.0L,2015 (15 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202205256097252,"£22,794",67050,180,Automatic,Diesel,,Pickup,,,
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202205266207717,"£13,950",138500,138,Manual,Diesel,2,Pickup,,2.0L,2015 (15 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202106214049018,"£14,750",142000,178,Automatic,Diesel,,Pickup,,2.0L,2015 (15 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202205045333112,"£22,140",65603,178,Automatic,Diesel,2,Pickup,,2.0L,
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202206287232925,"£21,234",74000,178,Automatic,Diesel,,Pickup,,2.0L,2015 (15 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202206156804554,"£15,000",103561,178,Manual,Diesel,,Pickup,,2.0L,2015 (64 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202206237087711,"£16,995",108000,178,Automatic,Diesel,2,Pickup,,2.0L,2015 (64 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202205236016813,"£19,980",91320,180,Automatic,Diesel,,Pickup,,,
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202206176898781,"£19,995",68965,178,Automatic,Diesel,,Pickup,,2.0L,2016 (16 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202203153590468,"£21,000",104958,178,Automatic,Diesel,,Pickup,,2.0L,2016 (66 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202203304115678,"£23,994",41000,,Automatic,Diesel,2,Pickup,,2.0L,2016 (66 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202206156812158,"£15,000",109107,178,Automatic,Diesel,2,Pickup,,2.0L,2016 (16 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202203193735173,"£16,995",120211,178,Automatic,Diesel,,Pickup,,2.0L,2016 (16 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202206186908174,"£23,143",35304,178,Automatic,Diesel,,Pickup,,2.0L,2016 (65 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202205095497947,"£19,799",86776,178,Automatic,Diesel,3,Pickup,,2.0L,2016 (16 reg)
Volkswagen Amarok A32 Diesel,https://www.autotrader.co.uk/car-details/202205246031307,"£25,199",44166,178,Automatic,Diesel,,Pickup,,2.0L,2016 (16 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202204214880964,"£23,500",29000,178,Automatic,Diesel,2,Pickup,,2.0L,2016 (66 reg)
Volkswagen Amarok,https://www.autotrader.co.uk/car-details/202206016374301,"£22,548",62235,178,Manual,Diesel,,,,2.0L,2016 (66 reg)
